ID,Type,Year,Family,Species,Taxa,No_broodcells,No_alive,No_dead_broodcells
LXbGC,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,1,0
LXbGC,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,2,0,2
LXbGC,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,2,2,0
LXbGC,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,3,2,1
LXbGC,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,3,3,0
LXbGC,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,7,7,0
LXbGC,Home,2013,Crabronidae,Psenulus_pallipes,Wasp,17,12,3
LXbGC,Home,2013,Vespidae,Symmorphus_cristatus,Wasp,2,2,0
LXbGC,Home,2013,Vespidae,Symmorphus_cristatus,Wasp,8,8,0
LXbGC,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,6,4,2
LXbGC,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,8,8,0
LXbGC,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,12,8,4
NTp7f,Roof,2011,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
NTp7f,Roof,2011,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
NTp7f,Roof,2011,Crabronidae,Trypoxylon_collinum,Wasp,2,1,1
NTp7f,Roof,2011,Crabronidae,Trypoxylon_collinum,Wasp,2,0,2
NTp7f,Roof,2011,Crabronidae,Trypoxylon_collinum,Wasp,2,0,2
NTp7f,Roof,2011,Crabronidae,Trypoxylon_collinum,Wasp,3,2,1
NTp7f,Roof,2011,Crabronidae,Trypoxylon_collinum,Wasp,5,1,4
NTp7f,Roof,2011,Crabronidae,Trypoxylon_collinum,Wasp,9,7,2
NTp7f,Roof,2011,Crabronidae,Trypoxylon_collinum,Wasp,13,0,0
NTp7f,Roof,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,1,0,1
NTp7f,Roof,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,1,0,1
NTp7f,Roof,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,1,0,1
NTp7f,Roof,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,1,0,1
NTp7f,Roof,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,1,0,1
NTp7f,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
NTp7f,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
NTp7f,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
NTp7f,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
NTp7f,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
NTp7f,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,3,3,0
NTp7f,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,8,8,0
NTp7f,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,8,7,1
NTp7f,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,9,9,0
NTp7f,Roof,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
NTp7f,Roof,2013,Crabronidae,Psenulus_pallipes,Wasp,10,6,0
NTp7f,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,0,0
NTp7f,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,0,0
NTp7f,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
NTp7f,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,1,0
NTp7f,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,2,0,1
NTp7f,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,5,1,0
NTp7f,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,6,0,1
UtY7R,Home,2011,Pompilidae,Auplopus_mellipes,Wasp,3,1,2
UtY7R,Home,2011,Crabronidae,Passaloecus_gracilis,Wasp,3,3,0
UtY7R,Home,2011,Crabronidae,Passaloecus_gracilis,Wasp,3,3,0
UtY7R,Home,2011,Vespidae,Symmorphus_canadensis,Wasp,2,2,0
UtY7R,Home,2011,Vespidae,Symmorphus_canadensis,Wasp,2,2,0
UtY7R,Home,2011,Vespidae,Symmorphus_canadensis,Wasp,3,3,0
UtY7R,Home,2011,Vespidae,Symmorphus_canadensis,Wasp,4,4,0
UtY7R,Home,2011,Vespidae,Symmorphus_canadensis,Wasp,4,4,0
UtY7R,Home,2011,Vespidae,Symmorphus_canadensis,Wasp,4,3,1
UtY7R,Home,2011,Vespidae,Symmorphus_canadensis,Wasp,9,6,3
UtY7R,Home,2012,Vespidae,Symmorphus_canadensis,Wasp,1,1,0
UtY7R,Home,2012,Vespidae,Symmorphus_canadensis,Wasp,1,0,1
UtY7R,Home,2012,Vespidae,Symmorphus_canadensis,Wasp,1,0,1
UtY7R,Home,2012,Vespidae,Symmorphus_canadensis,Wasp,2,0,2
UtY7R,Home,2012,Vespidae,Symmorphus_canadensis,Wasp,3,0,3
UtY7R,Home,2012,Vespidae,Symmorphus_canadensis,Wasp,4,3,1
UtY7R,Home,2012,Vespidae,Symmorphus_canadensis,Wasp,4,2,2
UtY7R,Home,2012,Vespidae,Symmorphus_canadensis,Wasp,5,5,0
UtY7R,Home,2012,Vespidae,Symmorphus_canadensis,Wasp,5,0,5
UtY7R,Home,2012,Vespidae,Symmorphus_canadensis,Wasp,5,0,5
UtY7R,Home,2012,Vespidae,Symmorphus_canadensis,Wasp,5,3,2
UtY7R,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
UtY7R,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,9,9,0
UtY7R,Home,2013,Vespidae,Ancistrocerus_adiabatus,Wasp,2,2,0
UtY7R,Home,2013,Pompilidae,Auplopus_mellipes,Wasp,2,2,0
UtY7R,Home,2013,Pompilidae,Auplopus_mellipes,Wasp,5,2,3
UtY7R,Home,2013,Pompilidae,Auplopus_mellipes,Wasp,5,3,2
UtY7R,Home,2013,Megachilidae,Heriades_carinata,Bee,7,7,0
UtY7R,Home,2013,Megachilidae,Megachile_campanulae,Bee,1,0,1
UtY7R,Home,2013,Megachilidae,Megachile_campanulae,Bee,5,5,0
UtY7R,Home,2013,Megachilidae,Megachile_campanulae,Bee,6,4,2
UtY7R,Home,2013,Megachilidae,Megachile_campanulae,Bee,8,6,2
UtY7R,Home,2013,Megachilidae,Megachile_campanulae,Bee,10,10,0
UtY7R,Home,2013,Megachilidae,Osmia_pumila,Bee,14,7,7
UtY7R,Home,2013,Crabronidae,Passaloecus_gracilis,Wasp,6,5,1
UtY7R,Home,2013,Crabronidae,Passaloecus_gracilis,Wasp,7,7,0
UtY7R,Home,2013,Vespidae,Symmorphus_cristatus,Wasp,4,1,0
UtY7R,Home,2013,Vespidae,Symmorphus_cristatus,Wasp,6,4,0
UtY7R,Home,2013,Vespidae,Symmorphus_cristatus,Wasp,8,3,4
UtY7R,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,4,2,0
UtY7R,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,10,10,0
UtY7R,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,7,2,5
UtY7R,Home,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,3,0,3
UtY7R,Home,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,4,4,0
UtY7R,Home,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,6,2,4
UtY7R,Home,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,7,2,5
BQDxR,Park,2011,Megachilidae,Heriades_carinata,Bee,4,3,0
BQDxR,Park,2011,Megachilidae,Heriades_carinata,Bee,4,1,0
BQDxR,Park,2011,Megachilidae,Heriades_carinata,Bee,7,5,0
BQDxR,Park,2011,Megachilidae,Heriades_carinata,Bee,8,3,0
BQDxR,Park,2011,Megachilidae,Heriades_carinata,Bee,10,1,4
BQDxR,Park,2011,Megachilidae,Heriades_carinata,Bee,11,5,0
BQDxR,Park,2011,Colletidae,Hylaeus_annulatus,Bee,2,2,0
BQDxR,Park,2011,Megachilidae,Megachile_campanulae,Bee,2,1,1
BQDxR,Park,2011,Megachilidae,Megachile_campanulae,Bee,4,3,1
BQDxR,Park,2011,Megachilidae,Megachile_rotundata,Bee,10,8,2
BQDxR,Park,2011,Crabronidae,Trypoxylon_collinum,Wasp,1,1,0
BQDxR,Park,2011,Crabronidae,Trypoxylon_collinum,Wasp,2,0,1
BQDxR,Park,2011,Crabronidae,Trypoxylon_collinum,Wasp,3,2,0
BQDxR,Park,2011,Crabronidae,Trypoxylon_collinum,Wasp,4,3,0
BQDxR,Park,2011,Crabronidae,Trypoxylon_collinum,Wasp,4,3,0
BQDxR,Park,2011,Crabronidae,Trypoxylon_collinum,Wasp,4,4,0
BQDxR,Park,2011,Crabronidae,Trypoxylon_collinum,Wasp,8,3,2
BQDxR,Park,2012,Colletidae,Hylaeus_verticalis,Bee,8,8,0
BQDxR,Park,2012,Megachilidae,Megachile_rotundata,Bee,1,0,1
BQDxR,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,1,0
BQDxR,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,2,0,2
BQDxR,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,3,3,0
BQDxR,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,3,3,0
BQDxR,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,3,3,0
BQDxR,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,7,7,0
BQDxR,Park,2013,Vespidae,Euodynerus_foraminatus,Wasp,2,0,2
BQDxR,Park,2013,Megachilidae,Megachile_campanulae,Bee,4,3,1
m9rCB,Park,2011,Vespidae,Symmorphus_canadensis,Wasp,5,5,0
m9rCB,Park,2011,Vespidae,Symmorphus_canadensis,Wasp,6,5,1
m9rCB,Park,2011,Vespidae,Symmorphus_canadensis,Wasp,7,7,0
m9rCB,Park,2011,Vespidae,Symmorphus_canadensis,Wasp,8,8,0
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,1,0,1
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,1,0,1
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,2,0,2
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,4,2,1
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,4,2,1
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,4,2,2
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,4,4,0
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,5,4,1
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,6,3,3
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,6,5,1
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,6,3,3
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,7,4,2
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,7,7,0
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,7,0,7
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,7,7,0
m9rCB,Park,2011,Vespidae,Symmorphus_cristatus,Wasp,9,8,1
m9rCB,Park,2012,Vespidae,Symmorphus_cristatus,Wasp,1,0,1
m9rCB,Park,2012,Vespidae,Symmorphus_cristatus,Wasp,1,0,1
m9rCB,Park,2012,Vespidae,Symmorphus_cristatus,Wasp,1,0,1
m9rCB,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,1,0,1
m9rCB,Park,2013,Crabronidae,Trypoxylon_collinum,Wasp,2,1,1
m9rCB,Park,2013,Crabronidae,Trypoxylon_collinum,Wasp,7,4,1
m9rCB,Park,2013,Crabronidae,Trypoxylon_collinum,Wasp,8,3,2
m9rCB,Park,2013,Crabronidae,Trypoxylon_collinum,Wasp,13,0,11
m9rCB,Park,2013,Crabronidae,Trypoxylon_collinum,Wasp,13,4,9
m9rCB,Park,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,1,0,1
m9rCB,Park,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,2,0,2
m9rCB,Park,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,4,2,0
m9rCB,Park,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,5,1,2
m9rCB,Park,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,5,4,0
m9rCB,Park,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,6,2,2
m9rCB,Park,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,6,5,1
m9rCB,Park,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,6,6,0
AZjsh,Park,2011,Colletidae,Hylaeus_modestus,Bee,2,2,0
AZjsh,Park,2011,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
AZjsh,Park,2011,Sphecidae,Isodontia_mexicana,Wasp,4,3,0
AZjsh,Park,2011,Megachilidae,Osmia_pumila,Bee,6,6,0
AZjsh,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,2,2,0
AZjsh,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,2,1,1
AZjsh,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,3,2,1
AZjsh,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,3,3,0
AZjsh,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,3,3,0
AZjsh,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,4,4,0
AZjsh,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,4,4,0
AZjsh,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,4,4,0
AZjsh,Park,2012,Vespidae,Symmorphus_cristatus,Wasp,2,2,0
AZjsh,Park,2012,Vespidae,Symmorphus_cristatus,Wasp,4,3,1
AZjsh,Park,2012,Vespidae,Symmorphus_cristatus,Wasp,5,3,2
AZjsh,Park,2012,Vespidae,Symmorphus_cristatus,Wasp,5,5,0
AZjsh,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,2,0,2
AZjsh,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,4,4,0
AZjsh,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,6,6,0
AZjsh,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
AZjsh,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
AZjsh,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,1,0
AZjsh,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
AZjsh,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
AZjsh,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
AZjsh,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
AZjsh,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,2,2,0
AZjsh,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,4,3,0
AZjsh,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,6,6,0
AZjsh,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,7,7,0
AZjsh,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,11,10,1
AZjsh,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,3,3,0
AZjsh,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,4,4,0
AZjsh,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,4,4,0
AZjsh,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,4,3,0
AZjsh,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,5,5,0
AZjsh,Park,2013,Megachilidae,Megachile_relativa,Bee,11,10,1
AZjsh,Park,2013,Megachilidae,Megachile_rotundata,Bee,1,0,1
AZjsh,Park,2013,Megachilidae,Osmia_caerulescens,Bee,1,0,1
AZjsh,Park,2013,Megachilidae,Osmia_caerulescens,Bee,8,8,0
AZjsh,Park,2013,Megachilidae,Osmia_caerulescens,Bee,12,12,0
AZjsh,Park,2013,Megachilidae,Osmia_caerulescens,Bee,16,16,0
AZjsh,Park,2013,Megachilidae,Osmia_caerulescens,Bee,17,17,0
AZjsh,Park,2013,Megachilidae,Osmia_pumila,Bee,6,6,0
AZjsh,Park,2013,Megachilidae,Osmia_pumila,Bee,12,12,0
AZjsh,Park,2013,Megachilidae,Osmia_pumila,Bee,17,14,3
AZjsh,Park,2013,Crabronidae,Trypoxylon_collinum,Wasp,8,0,8
AZjsh,Park,2013,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
AZjsh,Park,2013,Crabronidae,Trypoxylon_frigidum,Wasp,3,3,0
AZjsh,Park,2013,Crabronidae,Trypoxylon_frigidum,Wasp,3,0,3
AZjsh,Park,2013,Crabronidae,Trypoxylon_frigidum,Wasp,7,7,0
AZjsh,Park,2013,Crabronidae,Trypoxylon_frigidum,Wasp,7,5,2
AZjsh,Park,2013,Crabronidae,Trypoxylon_frigidum,Wasp,9,4,5
To1zd,Community,2011,Colletidae,Hylaeus_modestus,Bee,4,4,0
To1zd,Community,2011,Megachilidae,Megachile_campanulae,Bee,2,1,0
To1zd,Community,2011,Megachilidae,Megachile_campanulae,Bee,10,9,1
To1zd,Community,2011,Vespidae,Monobia_quadridrens,Wasp,2,1,1
To1zd,Community,2011,Vespidae,Monobia_quadridrens,Wasp,3,3,0
To1zd,Community,2011,Vespidae,Monobia_quadridrens,Wasp,4,3,0
To1zd,Community,2011,Vespidae,Monobia_quadridrens,Wasp,4,3,1
To1zd,Community,2011,Vespidae,Monobia_quadridrens,Wasp,4,3,1
To1zd,Community,2011,Crabronidae,Passaloecus_gracilis,Wasp,4,4,0
To1zd,Community,2011,Crabronidae,Passaloecus_gracilis,Wasp,10,2,8
To1zd,Community,2011,Vespidae,Symmorphus_cristatus,Wasp,2,2,0
To1zd,Community,2011,Vespidae,Symmorphus_cristatus,Wasp,5,5,0
To1zd,Community,2011,Vespidae,Symmorphus_cristatus,Wasp,6,0,6
To1zd,Community,2011,Vespidae,Symmorphus_cristatus,Wasp,6,0,6
To1zd,Community,2011,Vespidae,Symmorphus_cristatus,Wasp,7,2,5
To1zd,Community,2011,Crabronidae,Trypoxylon_collinum,Wasp,4,0,4
To1zd,Community,2011,Crabronidae,Trypoxylon_collinum,Wasp,7,7,0
To1zd,Community,2011,Crabronidae,Trypoxylon_collinum,Wasp,11,0,11
To1zd,Community,2012,Vespidae,Euodynerus_foraminatus,Wasp,2,0,0
To1zd,Community,2012,Megachilidae,Osmia_pumila,Bee,5,4,1
To1zd,Community,2012,Megachilidae,Osmia_pumila,Bee,7,7,0
To1zd,Community,2012,Megachilidae,Osmia_pumila,Bee,15,14,1
To1zd,Community,2012,Crabronidae,Passaloecus_gracilis,Wasp,7,7,0
To1zd,Community,2012,Vespidae,Symmorphus_cristatus,Wasp,1,0,1
To1zd,Community,2012,Vespidae,Symmorphus_cristatus,Wasp,1,0,1
To1zd,Community,2012,Vespidae,Symmorphus_cristatus,Wasp,1,0,1
To1zd,Community,2012,Vespidae,Symmorphus_cristatus,Wasp,3,0,3
To1zd,Community,2012,Vespidae,Symmorphus_cristatus,Wasp,3,2,1
To1zd,Community,2012,Vespidae,Symmorphus_cristatus,Wasp,5,5,0
To1zd,Community,2012,Vespidae,Symmorphus_cristatus,Wasp,5,4,1
To1zd,Community,2012,Vespidae,Symmorphus_cristatus,Wasp,6,6,0
To1zd,Community,2012,Crabronidae,Trypoxylon_frigidum,Wasp,4,4,0
To1zd,Community,2012,Crabronidae,Trypoxylon_frigidum,Wasp,6,6,0
To1zd,Community,2012,Crabronidae,Trypoxylon_frigidum,Wasp,9,5,2
Q1kCz,Park,2011,Sphecidae,Isodontia_mexicana,Wasp,3,1,0
Q1kCz,Park,2011,Megachilidae,Megachile_rotundata,Bee,6,6,0
Q1kCz,Park,2011,Megachilidae,Osmia_pumila,Bee,3,2,1
Q1kCz,Park,2011,Megachilidae,Osmia_pumila,Bee,9,5,2
Q1kCz,Park,2011,Megachilidae,Osmia_pumila,Bee,9,3,2
Q1kCz,Park,2011,Megachilidae,Osmia_pumila,Bee,17,13,2
Q1kCz,Park,2011,Megachilidae,Osmia_pumila,Bee,17,10,1
Q1kCz,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,3,2,1
Q1kCz,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,4,0,4
Q1kCz,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,5,0,5
Q1kCz,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,7,1,6
Q1kCz,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,8,2,0
Q1kCz,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,4,3,1
Q1kCz,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,7,5,2
Q1kCz,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,7,5,2
Q1kCz,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,7,4,3
Q1kCz,Park,2012,Megachilidae,Megachile_campanulae,Bee,7,7,0
Q1kCz,Park,2012,Megachilidae,Megachile_campanulae,Bee,8,8,0
Q1kCz,Park,2012,Megachilidae,Megachile_campanulae,Bee,9,8,1
Q1kCz,Park,2012,Megachilidae,Megachile_centuncularis,Bee,2,2,0
Q1kCz,Park,2012,Megachilidae,Megachile_centuncularis,Bee,4,2,2
Q1kCz,Park,2012,Megachilidae,Megachile_centuncularis,Bee,4,4,0
Q1kCz,Park,2012,Megachilidae,Megachile_centuncularis,Bee,6,3,3
Q1kCz,Park,2012,Megachilidae,Megachile_centuncularis,Bee,7,3,4
Q1kCz,Park,2012,Megachilidae,Megachile_centuncularis,Bee,10,0,10
Q1kCz,Park,2012,Megachilidae,Megachile_rotundata,Bee,3,3,0
Q1kCz,Park,2012,Megachilidae,Megachile_rotundata,Bee,5,2,3
Q1kCz,Park,2012,Megachilidae,Megachile_rotundata,Bee,8,6,2
Q1kCz,Park,2012,Vespidae,Monobia_quadridrens,Wasp,1,0,1
Q1kCz,Park,2012,Vespidae,Monobia_quadridrens,Wasp,1,0,1
Q1kCz,Park,2012,Vespidae,Monobia_quadridrens,Wasp,2,0,0
Q1kCz,Park,2012,Vespidae,Monobia_quadridrens,Wasp,4,3,0
Q1kCz,Park,2012,Vespidae,Monobia_quadridrens,Wasp,5,2,0
Q1kCz,Park,2012,Megachilidae,Osmia_pumila,Bee,1,0,1
Q1kCz,Park,2012,Megachilidae,Osmia_pumila,Bee,2,2,0
Q1kCz,Park,2012,Megachilidae,Osmia_pumila,Bee,3,3,0
Q1kCz,Park,2012,Vespidae,Symmorphus_canadensis,Wasp,1,0,1
Q1kCz,Park,2012,Vespidae,Symmorphus_canadensis,Wasp,1,0,1
Q1kCz,Park,2012,Vespidae,Symmorphus_canadensis,Wasp,2,2,0
Q1kCz,Park,2012,Vespidae,Symmorphus_canadensis,Wasp,2,1,0
Q1kCz,Park,2012,Vespidae,Symmorphus_canadensis,Wasp,3,3,0
Q1kCz,Park,2012,Vespidae,Symmorphus_canadensis,Wasp,3,0,3
Q1kCz,Park,2012,Vespidae,Symmorphus_canadensis,Wasp,3,2,0
Q1kCz,Park,2012,Vespidae,Symmorphus_canadensis,Wasp,5,5,0
Q1kCz,Park,2012,Vespidae,Symmorphus_canadensis,Wasp,7,4,3
Q1kCz,Park,2012,Vespidae,Symmorphus_canadensis,Wasp,8,5,1
Q1kCz,Park,2012,Vespidae,Symmorphus_canadensis,Wasp,8,8,0
Q1kCz,Park,2013,Megachilidae,Hoplitis_spoliata,Bee,2,0,2
Q1kCz,Park,2013,Megachilidae,Hoplitis_spoliata,Bee,2,1,1
Q1kCz,Park,2013,Megachilidae,Hoplitis_spoliata,Bee,3,3,0
Q1kCz,Park,2013,Megachilidae,Hoplitis_spoliata,Bee,4,4,0
Q1kCz,Park,2013,Megachilidae,Hoplitis_spoliata,Bee,5,2,3
Q1kCz,Park,2013,Megachilidae,Hoplitis_spoliata,Bee,7,2,5
Q1kCz,Park,2013,Megachilidae,Megachile_rotundata,Bee,1,0,1
Q1kCz,Park,2013,Crabronidae,Passaloecus_cuspidatus,Wasp,3,1,2
Q1kCz,Park,2013,Crabronidae,Passaloecus_cuspidatus,Wasp,4,1,3
Q1kCz,Park,2013,Crabronidae,Passaloecus_cuspidatus,Wasp,12,8,4
Q1kCz,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,7,4,3
uijTr,Roof,2011,Megachilidae,Megachile_rotundata,Bee,16,6,9
uijTr,Roof,2011,Crabronidae,Trypoxylon_frigidum,Wasp,2,0,2
uijTr,Roof,2012,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
uijTr,Roof,2012,Sphecidae,Isodontia_mexicana,Wasp,1,1,0
uijTr,Roof,2012,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
uijTr,Roof,2012,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
uijTr,Roof,2012,Sphecidae,Isodontia_mexicana,Wasp,2,1,1
uijTr,Roof,2012,Sphecidae,Isodontia_mexicana,Wasp,2,2,0
uijTr,Roof,2012,Sphecidae,Isodontia_mexicana,Wasp,3,2,1
uijTr,Roof,2012,Sphecidae,Isodontia_mexicana,Wasp,3,3,0
uijTr,Roof,2012,Sphecidae,Isodontia_mexicana,Wasp,3,3,0
uijTr,Roof,2012,Sphecidae,Isodontia_mexicana,Wasp,4,4,0
uijTr,Roof,2013,Megachilidae,Anthidium_manicatum,Bee,1,0,1
uijTr,Roof,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
uijTr,Roof,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
uijTr,Roof,2013,Sphecidae,Isodontia_mexicana,Wasp,1,1,0
uijTr,Roof,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
uijTr,Roof,2013,Sphecidae,Isodontia_mexicana,Wasp,2,1,1
uijTr,Roof,2013,Sphecidae,Isodontia_mexicana,Wasp,2,1,1
uijTr,Roof,2013,Sphecidae,Isodontia_mexicana,Wasp,3,3,0
uijTr,Roof,2013,Sphecidae,Isodontia_mexicana,Wasp,4,3,0
uijTr,Roof,2013,Sphecidae,Isodontia_mexicana,Wasp,5,4,1
uijTr,Roof,2013,Megachilidae,Megachile_rotundata,Bee,1,0,1
uijTr,Roof,2013,Megachilidae,Megachile_rotundata,Bee,1,0,1
uijTr,Roof,2013,Megachilidae,Megachile_rotundata,Bee,6,6,0
uijTr,Roof,2013,Megachilidae,Megachile_rotundata,Bee,6,5,1
uijTr,Roof,2013,Megachilidae,Megachile_rotundata,Bee,6,4,2
uijTr,Roof,2013,Megachilidae,Megachile_rotundata,Bee,8,4,0
uijTr,Roof,2013,Megachilidae,Megachile_rotundata,Bee,8,6,2
uijTr,Roof,2013,Megachilidae,Megachile_rotundata,Bee,9,5,4
uijTr,Roof,2013,Megachilidae,Megachile_rotundata,Bee,11,7,4
AcIS2,Home,2011,Colletidae,Hylaeus_modestus,Bee,4,3,1
AcIS2,Home,2011,Colletidae,Hylaeus_modestus,Bee,6,5,1
AcIS2,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,10,6,2
AcIS2,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,2,0,0
AcIS2,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,4,1,0
AcIS2,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,5,3,1
AcIS2,Home,2013,Colletidae,Hylaeus_modestus,Bee,4,4,0
